%            N1             N2             U1             U2             T1             T2         random 
   1.432514015   -6.886233125   0.6624017304     3.77400954  -0.2637815413   -4.565393861   0.1311606391 
  0.4377589341   -3.011091541   0.4329014876    3.083303092   0.4441781906     -7.1863352   0.2112543154 
   2.284927175   -2.447867599   0.5141752476    3.191403193  -0.6337875447   -5.379779069   0.9295376352 
   1.372654072   -7.152573205   0.8642681506    5.346315448  -0.5638923971   -3.182713547  0.07340120729 
 -0.6994571132   -4.186929037   0.2897359453    4.892229608  -0.1768321061   -3.229520963    0.221933216 
 -0.6128865567   -4.004784479   0.3738010524    4.091416752  0.03109865853   -4.828616124   0.4213020925 
  0.6684537657   -3.299033929   0.9414344249    5.762540011   0.2105484043   -2.984392714   0.1628788025 
   -0.71086294   -6.444401318  0.06915442469    3.032657909   0.1128398967   -7.362213006    0.292733229 
  -0.454715173   -3.619538576   0.4784336706    4.678752908   0.2131130759   -3.826884261   0.8374250722 
   0.841871027  -0.5883200601   0.8382541477    4.685536093   0.1558001323   -3.848546384    0.902543708 
  0.1637140225    -7.87506294   0.6982793478    4.997835959   0.1376958293   -3.462703893   0.6870619374 
  -0.503793844   -1.846730237   0.3237179664    5.230924439  -0.2978007305   -2.696893998   0.1223988035 
   1.793261106   -7.104747442   0.9971020439    5.747203871 -0.02806992485   -4.004456388    0.966741691 
 -0.9225005517    -12.3665739   0.4845536047     5.12883782   0.3154810526   -3.732065501   0.7285886941 
  0.3521175804    -8.44031907   0.7283104736     5.56637434  -0.4368211308   -2.893211859    0.845729605 
-0.02660844238   -8.044263627   0.6255438379    4.432521231   0.4827121063    -3.72376762   0.5816114109 
 -0.9589126459   -6.388656296  0.06558850766    3.598900073 -0.09674317024   -4.334824471   0.1993011034 
  0.1415643352   -6.112140578   0.4874380117    4.793032232   0.1519451382    -2.75999509   0.2716687843 
 -0.7741211619   -7.999428017   0.1995566011    3.304606011   0.0603552171   -6.619585021   0.9956568613 
  0.4634189437   -9.513352735   0.5576510618    4.108743093    0.264491756   -3.887638563   0.9380007318 
  0.8103488352   -7.209900531   0.6480706242    3.692966121 -0.03033358402   -5.627680353   0.0913039818 
  -1.848558271   -5.433901929   0.1235406476    3.807155755   0.4573030254    -4.94446795  0.02967425933 
 -0.1909312825   -11.02813171   0.6775115406    4.046020232  0.08951195659   -6.331344589   0.6309501191 
   1.552515034    -5.02909364   0.2870426634    3.378358665  -0.9693918659    -4.99294061   0.9064282129 
 -0.2770466636   -7.450368476   0.2702501577     3.31958021   0.4195195604   -5.529462058      0.7911464 
  0.7322352471     -9.5942999   0.6118867272    4.178853756 -0.04234642807   -4.064114644   0.6541174836 
  0.5198593778    1.292418657   0.9525797352    5.606730623  0.05196961633    -4.07520128   0.3405958716 
 -0.1055253102   -6.519129063   0.5371829201    5.002621312   0.1448366813   -3.107399231   0.8381731785 
  0.7113840977   -8.091083638   0.6644680538    3.506192314  -0.4051241086   -6.795700817  0.03100944741 
   1.399122844   -6.742003755   0.9869114254    5.658069888   0.1202566211   -3.092260765   0.9162888497 
  0.5005666883   -6.129668575   0.5173301291    4.386891028  -0.1995636269   -3.671479603  0.07261506432 
  0.6779072891   -4.698775241   0.6091743477    3.224143111  0.03327373189   -7.160327879  0.07835883194 
 -0.1392449316   -4.517421366   0.7347074952    5.443204193   0.4404386408   -2.837903089   0.2362433465 
 -0.5999756151   -6.274172118   0.6668398936    5.199690192 -0.02205200722   -4.437977887   0.7640903534 
  0.5512437175   -8.541029516   0.8903715236    5.712539241   0.5118828689   -2.230622553   0.4332173212 
 0.03353473233    -6.43936164   0.2317048887    3.702057261   0.1513674668   -3.616141945   0.1314114477 
  0.4707788559   -7.852702404    0.815329519    3.487150944   0.3300062168   -7.249169938   0.9895554139 
  0.9341322956   -2.122364742    0.165419606    3.203809717  -0.6258825536   -4.899675647    0.347856087 
  0.7340773299    -9.68683343   0.5621828384    3.048955401   0.1440154843   -7.554408303   0.5502111363 
 -0.2674603931   -10.76527967  0.07169878028    3.836087573  -0.1027608207   -2.705746541   0.7951239165 
 -0.5134102885   -5.964207678   0.2080848232    4.029497596  -0.2198610815   -4.381747496  0.07514024392 
  -0.734040843   -8.585226594   0.4967060789    4.404774596   0.5467619562   -4.449227497   0.5493832895 
  -0.425922611    -5.09064847  0.02734385521    3.068817138  -0.4908619112   -5.354049801   0.5590311674 
  -1.732969168   -5.267334248   0.2687648786    5.215404166   0.6335005682   -2.907632595   0.6913228458 
  -0.477175249     -5.1531829   0.6858610517    5.698953753    0.253364928   -2.325693524   0.3824998316 
 -0.9257197193   -6.834398807  0.08411491323    3.369167591  -0.2143754348    -5.49640599   0.2315130396 
 0.02402320663   -1.228749686   0.2244271828    3.696336038  -0.2099243652   -4.400872185   0.1589754812 
 -0.3198090416   -2.760794894   0.5448265257    4.933424712  -0.2830125983   -4.225272966    0.602131326 
   1.382507031   -4.712300788   0.4953467608    4.536268703  -0.7230547269   -2.727367418   0.8652118227 
  -1.013211948   -11.96276528   0.3195485001    4.426585488   0.5727998678   -3.677993981    0.976035253 
  0.2808494381   -7.744511428   0.6737507652    5.592161368  -0.2380566409   -2.412914873   0.5887249834 
  -0.199525831   -2.819911145   0.4503317475    4.500448686   0.1338031904   -3.454583388   0.8282900711 
   1.346425988   -7.369160924   0.5817863893     5.18803707  -0.4185623857   -1.941417444   0.2473142944 
  0.0606974705   -8.471765217   0.3820879781     5.49596277   -0.293703923   -1.928455038   0.8448783348 
  -1.029014948   -6.056647559   0.2842644876    4.531615825   0.4291304454   -3.609380027    0.635374407 
   1.070560064   -12.10828628   0.7080008558     4.56944511  -0.5905549109   -4.040013274   0.8112274323 
 -0.8356685805    -9.54682072   0.1776938678    4.833356332  -0.3736554787   -3.014788383   0.1810588695 
   1.317609488   -7.643724224   0.8188896752    3.991746982 -0.08024338526   -5.080139634   0.9575100485 
 -0.7306238166   -6.079068375   0.7578545226    5.710097826    0.508021715   -2.960564578   0.9764683502 
-0.06354236986   -6.957601568   0.5339822499    5.827000708  -0.4154973585   -1.905156804   0.6240770948 
 -0.6499967835   -7.940460949   0.7717087192     5.41820267   0.6799921034   -3.247059462   0.3282078521 
 -0.3249269502   -5.907339604  0.07214240853    3.060519822  -0.1086859061   -6.118276139    0.696809877 
   -0.40258396   -9.094349302   0.1512845738    4.508270334  -0.7609764938   -3.332627907   0.5005431069 
  0.6158283077   -1.094905869   0.5223676832    5.259933587  -0.6192468495   -2.465012004   0.8340500888 
   0.341935583   -8.500601013   0.2951522759    3.913455274  -0.5203748648   -4.199599994   0.3139057878 
  0.3325193685    -6.72139126   0.6024887814    4.559193059  -0.1313765136   -3.941993896   0.6282691322 
 0.07542582864    -5.74300683   0.5490436949    5.007497698  -0.5821336262   -3.859532446   0.2982871978 
  0.8913425199   -4.550682273   0.6797283347    4.612090335   0.2079788723   -2.864174743   0.1251153704 
   1.040100027   -6.900304398   0.9480322514    4.846614953  -0.1409532403   -5.545930344   0.3667907609 
 -0.1943391928   -6.041534301   0.6542566299    5.087154705   0.4100257566   -3.291000826 0.002922472179 
  -1.081520642    -9.34973758    0.130058793    3.655873035  -0.1948703967   -5.447634643   0.7939514334 
  0.5301457576   -8.982345771   0.9056173652    5.584586619  -0.4112633541   -3.804794086   0.5073773241 
  0.6205265116   -5.786039703   0.8599185365    5.399923194 0.003806807967   -3.359008689   0.5380323474 
  0.7004833524   -6.226141156   0.8439469503    5.209810858 -0.05753100919   -3.592552373   0.7217161294 
  0.4544886258   -8.243393336   0.6942088261    4.513085995  0.05072378929   -4.211805026   0.7161531642 
  0.9473356339   -4.489955428   0.7965658054    4.024200237  -0.5996503565    -6.46166681   0.1520347963 
  -1.318121344   -3.476709993  0.02955793739    3.787815671   0.3427065039   -2.548116251   0.5056344685 
  0.8561872358   -8.199268208   0.7818211285      5.1791706 -0.05196234669   -3.134979571   0.9186122572 
  0.2259426393   -7.417432997   0.6696790671    4.353299747  0.06301381982   -4.734417893  0.07261873018 
  0.1024821612   -6.152965302   0.5036425091    4.114135603  -0.3860635834   -5.258388952   0.9742403438 
  -1.390775842   -2.948048762   0.1602386051    4.308767213 -0.08245438682   -4.423068596   0.7447635067 
  0.2697235539   -3.177070995   0.7224084983    4.377684823 -0.007836608475   -5.162223593   0.9174368874 
 -0.8684383241   -6.639824395   0.1335845437    3.433205863   0.2189059438   -4.874321419  0.02376920987 
 -0.5264870003   -5.064611256   0.1391546101    3.330442705  -0.1544407836   -5.611179981   0.8575480349 
 0.08459091395   -4.385981944   0.3596033004    3.822337994  -0.1112527754   -4.588269453   0.9250702496 
    0.96286399   -7.582387024   0.7071302802     4.04137812   -0.299526932    -5.04011073   0.4855002838 
   1.986226401   -6.455624031   0.7621696687    3.156002721  -0.2458546605   -6.628949101   0.3421319883 
  0.1784805003    -4.91486666   0.3606394004    4.813648889  -0.2603641439   -2.627320071   0.6731797495 
 -0.8495194862   -9.209425739   0.5044200572    4.881946285   0.8162066184   -3.074418032   0.8137685284 
  0.3768657654   -7.963874635    0.738921193    4.216359059   0.5498901869   -4.512832545   0.2394747217 
  0.5958606219   -2.571502008   0.4140701242    3.148322273  -0.0732033643   -6.948114965   0.1565166094 
  -1.988222283  -0.6874660922 0.008974455501    3.039169409   0.4309572207   -6.454966583   0.6223390313 
  -1.478006462   -6.471961281   0.3364670491    5.416118692   0.3158996218   -2.884309818  0.06107516219 
   1.315313411   -2.736136264   0.9269743651    5.386364968  -0.3266158065   -3.540410293   0.2800375282 
 -0.3630303079   -10.44844056    0.232150624     3.54275794  0.04844501731   -5.053081372   0.2033891273 
0.005280871361   -6.756754451   0.3681019802    4.967411407  -0.4499749178   -2.804842832   0.9278295516 
0.001587960464   -3.399775969   0.5002786982    5.248929758  -0.5487714445   -3.160162324   0.1658199414 
   1.706689956   -6.507410362   0.4903295176    3.941641373  -0.7312438102   -3.571013423   0.8933160588 
  0.6408446813   -3.917744149    0.760129937    3.989153257   0.1804386749   -5.289187406   0.9230846538 
  -0.629658591   -3.856164392   0.4538626202    5.730884772  -0.1001542648   -2.118280351   0.7634800634 
  0.9425303477   -8.955723943   0.8322318194    4.148181058   0.5634544016   -4.295203827   0.1941806292 
  0.6946475589   -9.958941301   0.8349877407    3.557585952   0.4975966399   -6.695078761  0.09854977013 
  0.6660732284   -7.273189242   0.7443174627    5.870562049  -0.1748925703   -1.550695812   0.2055513947 
 -0.8929136845   -7.593563022   0.1527672019    4.172470223  0.09721578874   -3.498833964   0.4525087646 
   1.202311241    -5.25221805   0.9663324757    5.882112563  -0.3220346653   -2.564295419   0.1068481453 
 0.04928907414   -7.577264117   0.5903971449    5.789910314 -0.06939046472   -1.684050749   0.3226038534 
   1.137135476   -9.797390022   0.5614388234    4.947393832  -0.6851442487   -2.588649435   0.5406986529 
 -0.2036205757   -3.254207835  0.07580488742    3.240482211  -0.3184656888   -4.488004604    0.622197626 
  0.1964995759    -4.78258678    0.538900569    4.617444265 -0.02517016402   -3.543113074   0.7773365074 
 -0.9429205939   -5.890163406   0.1812951123    5.241928144  -0.3363418728   -2.427383366   0.4103654949 
  0.5720894437   -8.323733525   0.9229061859    5.456256442   0.3999849978   -3.486986466   0.9889356925 
 -0.1232378442   -4.242817305   0.7761620215    4.341794046   0.6591755831   -5.126597254  0.09084142042 
   0.149651269   -8.877172628   0.5078387748    5.013056511  -0.2387043971   -3.144436413   0.3225409173 
  0.2521998946    -5.93995457   0.7428265715    4.525347099   0.2322141193   -4.529742719   0.7795035871 
  -1.201411601   -5.378669904   0.1599388944    4.303834013   0.3612820759   -3.206889392   0.2480557852 
  0.5119633092   -5.128718167   0.3855269151    3.306845924   0.1261082665   -5.306369474   0.6456168758 
   1.055079826   -6.691497961   0.6445338117    4.661807743  -0.1621570191   -2.849609509  0.09716330002 
 -0.0653274739    -3.90438233   0.5558210944    4.289763259 -0.08536728578   -4.764157665    0.904671334 
  0.3745305117   -6.652498378   0.6152319144     4.86671787 -0.01905496124   -3.280287166  0.07837814141 
-0.09511625941   -3.650347188   0.9843845361     5.87880333   0.8717827195   -3.119518266  0.04059850473 
   0.474733952     -8.1848394    0.749587086    4.455625864 -0.06621821611   -5.062169899  0.07499545249 
  -1.347420123   -9.878866875   0.1417571754    5.121463122   0.2225932237   -2.347802342   0.6300204811 
  -1.161076461   -3.442781214   0.1151488146    3.675479269  0.07632946656   -4.691366429   0.4071330239 
 -0.2426769772   -5.709860861   0.1674776971    4.414544043   0.1295729064   -2.241169044  0.09003287882 
  0.7716674614   -8.334543119   0.5751922467    4.646024192  -0.7083292949   -3.788345216   0.5602876477 
  0.9295500078   -4.949379166   0.6190485125    3.277112127   -0.311450789   -6.849912947   0.8220489502 
  0.2650574791    -9.75464246   0.3414842999    3.620420952  -0.3651193312   -5.264840377   0.8450502622 
   2.234738961   -3.979232517   0.7824376043    3.534350857  -0.7879451574   -5.744891114   0.6062999145 
 -0.2963111556   -2.264879729   0.4285613516    5.267591317  -0.4641428851   -3.045148815   0.0295504263 
   1.945715052   -6.846668875   0.8085636387    4.836751119  -0.6918663299    -3.05271442   0.3281105782 
  0.6444187427   -7.126006957   0.1836272769    4.166974373  -0.8375356786   -3.017970021    0.462625741 
   1.298469979   -7.929127493   0.5993113507    3.443040296  -0.1844075031   -5.187600095   0.4737872401 
  0.2989018552   -4.398921029   0.3783104541    4.239553424  -0.1797203406   -3.482274514   0.8518041675 
  0.3129833018   -1.425341987   0.7379491655    3.468313077   0.5780025097   -6.306354004   0.1690045501 
 -0.4301678458   -7.167934756    0.362841946    5.551830764 -0.00482820151   -1.862823503   0.2775589584 
   1.125259791    -2.92145862   0.6754973113    3.408335964 -0.06395214248     -5.8585549   0.6273050436 
   1.468712146   -7.034333133   0.9883660764    5.907091252  -0.1270638146   -2.469504146   0.8852400451 
  -3.405463097   -5.979438822  0.01777279651    4.372603713   0.5821518604   -2.560546028   0.5382007095 
 -0.3907213009   -3.019811275   0.2921365181    4.708719812  -0.2049790061   -3.097942071  0.06772763178 
 -0.7005231771   -8.891378494   0.3900625433    4.784026192  -0.4988672275   -4.555547541  0.07613443043 
 -0.5684714058   -4.466998589   0.7900444877    5.946621731   0.3877714877   -1.841078531   0.9497157781 
   1.188831087   -4.177318067   0.6014584456    4.795700767  -0.7124373109   -3.057456102   0.7263319845 
-0.08118172624   -8.845275031   0.5436554031     3.71836113  -0.1357325571   -6.364313451    0.781953106 
   1.879240735   -3.039111316   0.6463438723    3.911584702  -0.5709644148   -3.649863193   0.7105226812 
 -0.9133476963   -3.461986452   0.1918502202    5.139056501  0.03859232596   -2.406656991   0.1712520372 
  -1.216609251  -0.2420567528   0.3998581583    5.849602059  0.04150369551   -2.034360224   0.3279933878 
  0.8804807293   -7.461427022   0.9345311845    5.234742105  -0.1601137754   -4.490603052   0.9656476102 
 -0.8424246033   -8.524161345  0.06155953291     3.22964269   0.1839774169   -4.621475295   0.9745197884 
  0.1522898963   -4.656226939   0.6304093684    4.545403832   0.3091843287   -3.685442133   0.3276400839 
   1.492806196   -6.735248952   0.7664264405    4.333770491  -0.4403493422   -4.095150004   0.7352337662 
  0.7735892649   -10.09824938   0.6220598156    5.301438074  -0.6400332433    -2.63495236   0.4060573176 
 -0.6695915287   -3.836599051   0.9214266051     5.88955507   0.7629734541   -2.778270803   0.4114498112 
-0.008594634955   -7.080273138   0.4042433177    5.858205068  -0.3516394228    -1.30004525   0.8819085239 
 -0.3910021551   -6.292353996   0.5766144007    4.299364149  0.01100426532   -5.504580338   0.6466825598 
 -0.2091009232   -6.499101628   0.6290409766    4.623610669   0.2865710468   -4.147539728   0.3897942231 
 -0.2335618013   -5.424401216   0.5852977486    4.357686246   0.6619203888   -4.081300463   0.2598218381 
   0.542390911   -9.424044826   0.3065845301    4.448431588  -0.5740581313   -2.859252649  0.08966388844 
   0.379996253   -6.064589723   0.6978396994    3.564120032   0.1026294812   -6.529782645   0.6673951176 
 -0.6672732194   -7.904597636   0.5298190462    3.950887809   0.6421775694   -5.392211675    0.644341181 
   2.537916017   -3.084289144   0.8675126337    4.733683004  -0.8773337704   -3.124304838   0.5957174668 
  -1.435204933   -6.670212507   0.3098517263    3.751893107   0.5182099876   -6.248068656   0.9897776679 
   1.024563215   -7.066139391   0.6869022259    3.042800049   0.1358348688   -7.692942891   0.7108368806 
  0.2312487907   -5.185562687   0.4274525222    3.384259183   -0.320562892   -6.380064326   0.6548344245 
  0.7433469683   -5.847559765   0.7149866611    3.932067236   0.2669123416   -4.674838576   0.6069425295 
 -0.3646677668   -2.853468418  0.04808609298    3.059711673 -0.01272816399   -5.997007604   0.6975477482 
   1.751400592   -3.508256714   0.9777793674    5.722455522  -0.4071413471    -2.99927985   0.6912970714 
-0.03703197722   -5.661595005   0.2147839022     3.83339772  -0.2062515695    -4.08465572   0.4595345731 
 -0.2144454707   -9.998871064   0.5478385982    5.428903066   0.4756004163   -2.100395232  0.03250386491 
-0.04038237767   -10.14149729   0.2468756014    4.700745152  -0.5335408261   -2.832414032   0.7467163997 
   1.029977053   -4.408569299   0.1973785603    3.105368622    -0.49420995   -5.475173586   0.6306396643 
  0.3439932567  -0.8295508938   0.7193924405    5.838194143   0.4272581494   -1.404221738   0.9625373129 
   1.592749265    -4.59246716    0.945995827    5.972659537 -0.04924543473   -1.272305282   0.5015419682 
  0.4568695976   -8.720084821   0.6168203349    3.516378767  0.02462203218    -6.10100445   0.1745806772 
  0.9174994527   -6.931130221   0.7743295829    4.978620625   0.3306908463   -2.706888162   0.6288485651 
  -1.237410346   -4.861388832   0.4176570612     4.85292811   0.2346365829   -4.296864392  0.09720845956 
  0.2393738335   -8.350688304   0.3487061468      3.8443662  -0.2778265676   -4.391068654   0.8653398176 
-0.01398754854    -4.63485357  0.08177280549    3.362480758  -0.4013503955   -3.761914531   0.4501101774 
 -0.4982805497   -4.938813393   0.7599762311    5.825827638  0.08415843819   -2.481903024   0.8853336078 
 -0.2449422784    -5.32624961   0.1448314786    4.862051005  0.02174442225   -1.707724477    0.804173752 
  0.9555427396   -6.948726949   0.9146199567    4.347232529   0.0781883143   -5.729063364   0.4997546006 
   -1.06664369   -2.407980065  0.08326581875    3.284871928  -0.0543825191   -5.705373124   0.3692321364 
  0.6815193233   -6.206149118    0.983870721    5.995737281 -0.03647850294    -1.57703181   0.7385754331 
   1.667981855   -4.110483248   0.7261964716    3.414691952  -0.8071368625   -6.491835964   0.4682484996 
 -0.3009427322   -3.686217514     0.63223698    5.900638923  -0.1132304888   -1.719341819   0.9750873742 
  -1.545887656   -7.716810026   0.3356058042    5.482691665   0.7066908081    -2.20715657   0.9753860729 
 -0.4842911061   -6.766899334   0.2275617501    3.772541194   -0.146006726   -4.609526961   0.1650821578 
 0.01254792415   -9.808833823   0.3649514119    4.439135831  -0.2589515604   -3.527442475   0.9456434057 
  0.1737199133   -7.609882815   0.8272415064    4.781672873   0.5968962192   -4.230890101   0.9939079047 
  0.4305140295   -5.917859241   0.8515650696    5.635429845  0.09182294192   -2.669577488  0.07943507088 
  -2.691276752   -7.293559703  0.01114203042    3.346033348    0.489897921   -4.625483421   0.7888552738 
 0.08944056151    -4.95595399   0.5976790505    3.549156908  0.05482311209   -6.508464329    0.641612853 
  0.6107391992    -8.82365688   0.9602118702     5.04562635   0.2446831349   -5.457421752   0.8847085342 
  0.6341213299    -4.82346285   0.7217988544    3.515792989   0.3827798673   -6.034760683   0.2140445723 
 0.02984045423    -6.00750319   0.8296041524    4.810579592   0.4061957754   -4.814008705   0.6171209642 
    2.07995591   -2.086811689   0.7736939666    5.809258617  -0.8714769718   -1.336681102   0.9047142937 
   -0.25828712   -5.383268555   0.4753277142    4.467977566  0.02368889388   -4.284702558   0.2398961436 
  0.3555399286   -10.23631665     0.62021043    3.868716261 0.005948275176   -5.570037939   0.3524832494 
 0.04303005397   -6.213778061   0.4467456543     4.47141921  -0.4472883132   -4.192158867   0.1627288747 
  0.2741757821   -6.554245217   0.9174010796    4.283920036   0.1223947337   -6.890427916  0.05763059753 
  -1.395322867   -10.90264667  0.05920157419    4.858672093   0.4233446824   -1.875719459   0.6326387002 
  -0.538539105   -4.046573601   0.4610790861    4.633248275   0.3050143605   -3.663166818   0.5165598586 
   1.623704735   -6.319954426   0.9653397162    5.075121772   -0.224314922   -4.163598004   0.9520704173 
  -1.806399287   -6.021669209    0.237480191    5.381165779   0.2573505195   -2.946573126    0.420261778 
  -1.109369514   -7.687808822   0.1884925501    3.965181635   0.4931611599   -4.456352564    0.368995602 
   2.770827361   -9.455626215   0.9395229864    5.617187575  -0.9317021006   -2.273112893   0.7753796498 
   1.517930869   -7.524069452   0.8224700952    4.929808042   0.1766312295   -2.525305004   0.9504576865 
  -0.283607166   -9.265255609   0.7115174026    4.587344113   0.2988084284   -5.014669416   0.8639226885 
 -0.4460423917   -4.306294072   0.5120654791    3.728130939   0.2921749857   -6.281622339   0.1479882744 
  -1.279185591   -11.24590405   0.3011633986    5.371192655    0.627109464   -2.333909212   0.5465311964 
  0.1822005425   -5.331410604   0.6516156155    4.398418995   0.2804086582    -4.40911705   0.3654620639 
